Rep,Quadrat Edge Length,Sampling Method,True Mussel Density,Total Mussels,Total Rare Mussels,Total Medium Mussels,Total Common Mussels,Detectability,Detectability of Rare Mussels,Detectability of Medium-Rare Mussels,Detectability of Common Mussels,Spatial Distribution,Number of clumps,Poisson mean,Matern Clump Placement,Variance to Mean Ratio,SRS Num Quadrats,Number TRSs,Number Quadrats Per TRS,ACS Num Quadrats,ACS Max Clusters,Timed Search variable Search mode,Timed Search max PH,Timed Search detect reduction,Total Quadrats Sampled,Total Mussels in Quadrats,Rare Mussels in Quadrats,Medium Rare Mussels in Quadrats,Common Mussels in Quadrats,Total Mussels Detected,Rare Mussels Detected,Medium Mussels Detected,Common Mussels Detected,Person Hours Searched,Sum of Quadrats per Surveyor,Mussels detected by Surveyor 1,Mussels detected by Surveyor 2,Mussels detected by Surveyor 3,Estimated Density,Sample CV,Mussels Per Person Hour,HH metric,HH Variance,Density Metric
12540,0.5,ACS,0.1,50,4,5,41,1,1,1,1,Clumped Matern 1S,3,0,1S,1.015,0,0,0,195,250,TRUE,0,0,212,6,1,0,5,6,1,0,5,1.766666667,0,0,0,0,0,5.873333853,0,0.061538462,0.001424998,0.061538462
12542,0.5,ACS,0.1,50,3,5,42,1,1,1,1,Clumped Matern 1S,3,0,1S,1.135,0,0,0,195,250,TRUE,0,0,199,1,0,0,1,1,0,0,1,1.658333333,0,0,0,0,0,14.10673598,0,0.020512821,4.40E-04,0.020512821
12527,0.5,ACS,0.1,50,6,7,37,1,1,1,1,Clumped Matern 1S,3,0,1S,1.095,0,0,0,195,250,TRUE,0,0,223,10,3,0,7,10,3,0,7,1.858333333,0,0,0,0,0,5.086849323,0,0.12991453,0.003562617,0.12991453
12543,0.5,ACS,0.1,50,2,9,39,1,1,1,1,Clumped Matern 1S,3,0,1S,0.975,0,0,0,195,250,TRUE,0,0,236,15,1,4,10,15,1,4,10,1.966666667,0,0,0,0,0,3.84656059,0,0.164102564,0.004494059,0.164102564
12535,0.5,ACS,0.1,50,9,5,36,1,1,1,1,Clumped Matern 1S,3,0,1S,1.055,0,0,0,195,250,TRUE,0,0,218,8,0,3,5,8,0,3,5,1.816666667,0,0,0,0,0,5.135267057,0,0.061538462,0.001424998,0.061538462
12531,0.5,ACS,0.1,50,7,2,41,1,1,1,1,Clumped Matern 1S,3,0,1S,1.015,0,0,0,195,250,TRUE,0,0,249,18,1,1,16,18,1,1,16,2.075,0,0,0,0,0,3.589579452,0,0.266666667,0.008430699,0.266666667
12541,0.5,ACS,0.1,50,9,8,33,1,1,1,1,Clumped Matern 1S,3,0,1S,1.055,0,0,0,195,250,TRUE,0,0,213,6,4,0,2,6,4,0,2,1.775,0,0,0,0,0,5.88750676,0,0.082051282,0.001969404,0.082051282
12522,0.5,ACS,0.1,50,3,5,42,1,1,1,1,Clumped Matern 1S,3,0,1S,1.135,0,0,0,195,250,TRUE,0,0,221,12,0,1,11,12,0,1,11,1.841666667,0,0,0,0,0,5.46163155,0,0.205128205,0.009348164,0.205128205
12539,0.5,ACS,0.1,50,6,5,39,1,1,1,1,Clumped Matern 1S,3,0,1S,0.975,0,0,0,195,250,TRUE,0,0,216,7,2,1,4,7,2,1,4,1.8,0,0,0,0,0,5.476861628,0,0.102564103,0.002548513,0.102564103
12548,0.5,ACS,0.1,50,3,10,37,1,1,1,1,Clumped Matern 1S,3,0,1S,1.055,0,0,0,195,250,TRUE,0,0,218,9,2,1,6,9,2,1,6,1.816666667,0,0,0,0,0,5.360667707,0,0.143589744,0.00465673,0.143589744
12544,0.5,ACS,0.1,50,6,6,38,1,1,1,1,Clumped Matern 1S,3,0,1S,1.175,0,0,0,195,250,TRUE,0,0,202,2,0,0,2,2,0,0,2,1.683333333,0,0,0,0,0,10.02484476,0,0.020512821,4.40E-04,0.020512821
12550,0.5,ACS,0.1,50,5,8,37,1,1,1,1,Clumped Matern 1S,3,0,1S,1.095,0,0,0,195,250,TRUE,0,0,208,4,1,0,3,4,1,0,3,1.733333333,0,0,0,0,0,7.158657473,0,0.082051282,0.001969404,0.082051282
12549,0.5,ACS,0.1,50,6,6,38,1,1,1,1,Clumped Matern 1S,3,0,1S,0.975,0,0,0,195,250,TRUE,0,0,214,6,1,1,4,6,1,1,4,1.783333333,0,0,0,0,0,5.901645615,0,0.082051282,0.001969404,0.082051282
12521,0.5,ACS,0.1,50,5,10,35,1,1,1,1,Clumped Matern 1S,3,0,1S,1.175,0,0,0,195,250,TRUE,0,0,204,4,0,0,4,4,0,0,4,1.7,0,0,0,0,0,8.710448966,0,0.082051282,0.002815294,0.082051282
12545,0.5,ACS,0.1,50,3,9,38,1,1,1,1,Clumped Matern 1S,3,0,1S,1.095,0,0,0,195,250,TRUE,0,0,212,6,0,2,4,6,0,2,4,1.766666667,0,0,0,0,0,5.873333853,0,0.061538462,0.001424998,0.061538462
12547,0.5,ACS,0.1,50,7,8,35,1,1,1,1,Clumped Matern 1S,3,0,1S,1.135,0,0,0,195,250,TRUE,0,0,208,4,0,0,4,4,0,0,4,1.733333333,0,0,0,0,0,7.158657473,0,0.082051282,0.001969404,0.082051282
12557,0.5,ACS,0.1,50,5,5,40,1,1,1,1,Clumped Matern 1S,3,0,1S,1.055,0,0,0,195,250,TRUE,0,0,214,6,0,2,4,6,0,2,4,1.783333333,0,0,0,0,0,5.901645615,0,0.102564103,0.002548513,0.102564103
12553,0.5,ACS,0.1,50,8,6,36,1,1,1,1,Clumped Matern 1S,3,0,1S,1.255,0,0,0,195,250,TRUE,0,0,222,11,1,1,9,11,1,1,9,1.85,0,0,0,0,0,4.791099972,0,0.123076923,0.004008215,0.123076923
12554,0.5,ACS,0.1,50,6,7,37,1,1,1,1,Clumped Matern 1S,3,0,1S,1.095,0,0,0,195,250,TRUE,0,0,222,9,1,0,8,9,1,0,8,1.85,0,0,0,0,0,4.875833842,0,0.123076923,0.003162325,0.123076923
12561,0.5,ACS,0.1,50,3,3,44,1,1,1,1,Clumped Matern 1S,3,0,1S,1.215,0,0,0,195,250,TRUE,0,0,207,4,0,0,4,4,0,0,4,1.725,0,0,0,0,0,7.141173519,0,0.082051282,0.001969404,0.082051282
12555,0.5,ACS,0.1,50,8,8,34,1,1,1,1,Clumped Matern 1S,3,0,1S,1.095,0,0,0,195,250,TRUE,0,0,219,11,0,0,11,11,0,0,11,1.825,0,0,0,0,0,5.125300847,0,0.110769231,0.003026723,0.110769231
12552,0.5,ACS,0.1,50,5,9,36,1,1,1,1,Clumped Matern 1S,3,0,1S,1.055,0,0,0,195,250,TRUE,0,0,224,11,1,0,10,11,1,0,10,1.866666667,0,0,0,0,0,4.410268565,0,0.082051282,0.001969404,0.082051282
12558,0.5,ACS,0.1,50,5,9,36,1,1,1,1,Clumped Matern 1S,3,0,1S,1.055,0,0,0,195,250,TRUE,0,0,213,7,2,1,4,7,2,1,4,1.775,0,0,0,0,0,6.188882924,0,0.071794872,0.002010072,0.071794872
12551,0.5,ACS,0.1,50,5,8,37,1,1,1,1,Clumped Matern 1S,3,0,1S,1.175,0,0,0,195,250,TRUE,0,0,216,7,0,2,5,7,0,2,5,1.8,0,0,0,0,0,6.233245221,0,0.102564103,0.003394403,0.102564103
12560,0.5,ACS,0.1,50,5,11,34,1,1,1,1,Clumped Matern 1S,3,0,1S,1.135,0,0,0,195,250,TRUE,0,0,202,2,1,0,1,2,1,0,1,1.683333333,0,0,0,0,0,10.02484476,0,0.041025641,9.15E-04,0.041025641
12559,0.5,ACS,0.1,50,4,8,38,1,1,1,1,Clumped Matern 1S,3,0,1S,1.055,0,0,0,195,250,TRUE,0,0,221,8,0,1,7,8,0,1,7,1.841666667,0,0,0,0,0,5.171655705,0,0.123076923,0.003162325,0.123076923
12563,0.5,ACS,0.1,50,6,10,34,1,1,1,1,Clumped Matern 1S,3,0,1S,1.135,0,0,0,195,250,TRUE,0,0,224,9,1,2,6,9,1,2,6,1.866666667,0,0,0,0,0,4.898572644,0,0.123076923,0.003162325,0.123076923
12556,0.5,ACS,0.1,50,8,6,36,1,1,1,1,Clumped Matern 1S,3,0,1S,1.095,0,0,0,195,250,TRUE,0,0,204,4,0,0,4,4,0,0,4,1.7,0,0,0,0,0,8.710448966,0,0.051282051,0.001483018,0.051282051
12565,0.5,ACS,0.1,50,1,6,43,1,1,1,1,Clumped Matern 1S,3,0,1S,1.015,0,0,0,195,250,TRUE,0,0,210,6,0,0,6,6,0,0,6,1.75,0,0,0,0,0,5.844884894,0,0.102564103,0.002548513,0.102564103
12569,0.5,ACS,0.1,50,2,9,39,1,1,1,1,Clumped Matern 1S,3,0,1S,1.135,0,0,0,195,250,TRUE,0,0,201,2,0,1,1,2,0,1,1,1.675,0,0,0,0,0,9.999874999,0,0.041025641,9.15E-04,0.041025641
12566,0.5,ACS,0.1,50,5,7,38,1,1,1,1,Clumped Matern 1S,3,0,1S,1.135,0,0,0,195,250,TRUE,0,0,198,1,1,0,0,1,1,0,0,1.65,0,0,0,0,0,14.07124728,0,0.020512821,4.40E-04,0.020512821
12570,0.5,ACS,0.1,50,4,7,39,1,1,1,1,Clumped Matern 1S,3,0,1S,1.015,0,0,0,195,250,TRUE,0,0,215,6,0,0,6,6,0,0,6,1.791666667,0,0,0,0,0,5.915750664,0,0.102564103,0.002548513,0.102564103
12568,0.5,ACS,0.1,50,7,6,37,1,1,1,1,Clumped Matern 1S,3,0,1S,1.095,0,0,0,195,250,TRUE,0,0,219,7,1,2,4,7,1,2,4,1.825,0,0,0,0,0,5.515853477,0,0.123076923,0.003162325,0.123076923
12546,0.5,ACS,0.1,50,4,9,37,1,1,1,1,Clumped Matern 1S,3,0,1S,1.055,0,0,0,195,250,TRUE,0,0,219,8,0,4,4,8,0,4,4,1.825,0,0,0,0,0,5.147425205,0,0.082051282,0.001969404,0.082051282
12571,0.5,ACS,0.1,50,10,5,35,1,1,1,1,Clumped Matern 1S,3,0,1S,1.055,0,0,0,195,250,TRUE,0,0,205,3,0,0,3,3,0,0,3,1.708333333,0,0,0,0,0,8.22577648,0,0.061538462,0.001424998,0.061538462
12567,0.5,ACS,0.1,50,4,5,41,1,1,1,1,Clumped Matern 1S,3,0,1S,1.095,0,0,0,195,250,TRUE,0,0,225,9,0,2,7,9,0,2,7,1.875,0,0,0,0,0,4.90990253,0,0.123076923,0.003162325,0.123076923
12574,0.5,ACS,0.1,50,9,9,32,1,1,1,1,Clumped Matern 1S,3,0,1S,1.055,0,0,0,195,250,TRUE,0,0,215,7,2,1,4,7,2,1,4,1.791666667,0,0,0,0,0,6.218492967,0,0.123076923,0.004008215,0.123076923
12572,0.5,ACS,0.1,50,2,11,37,1,1,1,1,Clumped Matern 1S,3,0,1S,1.175,0,0,0,195,250,TRUE,0,0,221,8,1,1,6,8,1,1,6,1.841666667,0,0,0,0,0,5.171655705,0,0.102564103,0.002548513,0.102564103
12577,0.5,ACS,0.1,50,2,5,43,1,1,1,1,Clumped Matern 1S,3,0,1S,1.175,0,0,0,195,250,TRUE,0,0,206,3,0,0,3,3,0,0,3,1.716666667,0,0,0,0,0,8.246014065,0,0.061538462,0.001424998,0.061538462
12573,0.5,ACS,0.1,50,3,5,42,1,1,1,1,Clumped Matern 1S,3,0,1S,1.175,0,0,0,195,250,TRUE,0,0,213,6,0,0,6,6,0,0,6,1.775,0,0,0,0,0,5.88750676,0,0.082051282,0.001969404,0.082051282
12578,0.5,ACS,0.1,50,4,10,36,1,1,1,1,Clumped Matern 1S,3,0,1S,1.095,0,0,0,195,250,TRUE,0,0,215,6,1,2,3,6,1,2,3,1.791666667,0,0,0,0,0,5.915750664,0,0.102564103,0.002548513,0.102564103
12581,0.5,ACS,0.1,50,5,6,39,1,1,1,1,Clumped Matern 1S,3,0,1S,1.055,0,0,0,195,250,TRUE,0,0,218,7,0,2,5,7,0,2,5,1.816666667,0,0,0,0,0,5.502886908,0,0.102564103,0.002548513,0.102564103
12576,0.5,ACS,0.1,50,3,11,36,1,1,1,1,Clumped Matern 1S,3,0,1S,1.095,0,0,0,195,250,TRUE,0,0,225,12,0,2,10,12,0,2,10,1.875,0,0,0,0,0,4.579103839,0,0.106666667,0.002770006,0.106666667
12580,0.5,ACS,0.1,50,4,9,37,1,1,1,1,Clumped Matern 1S,3,0,1S,1.135,0,0,0,195,250,TRUE,0,0,211,5,2,1,2,5,2,1,2,1.758333333,0,0,0,0,0,6.433987137,0,0.082051282,0.001969404,0.082051282
12564,0.5,ACS,0.1,50,5,4,41,1,1,1,1,Clumped Matern 1S,3,0,1S,1.135,0,0,0,195,250,TRUE,0,0,233,13,2,1,10,13,2,1,10,1.941666667,0,0,0,0,0,4.747060646,0,0.184615385,0.005846398,0.184615385
12579,0.5,ACS,0.1,50,6,3,41,1,1,1,1,Clumped Matern 1S,3,0,1S,1.055,0,0,0,195,250,TRUE,0,0,223,11,0,0,11,11,0,0,11,1.858333333,0,0,0,0,0,4.802301027,0,0.164102564,0.005339949,0.164102564
12585,0.5,ACS,0.1,50,6,6,38,1,1,1,1,Clumped Matern 1S,3,0,1S,1.055,0,0,0,195,250,TRUE,0,0,220,8,2,0,6,8,2,0,6,1.833333333,0,0,0,0,0,5.159554687,0,0.102564103,0.002548513,0.102564103
12583,0.5,ACS,0.1,50,9,8,33,1,1,1,1,Clumped Matern 1S,3,0,1S,1.055,0,0,0,195,250,TRUE,0,0,214,7,0,1,6,7,0,1,6,1.783333333,0,0,0,0,0,5.450712024,0,0.082051282,0.001969404,0.082051282
12584,0.5,ACS,0.1,50,6,5,39,1,1,1,1,Clumped Matern 1S,3,0,1S,1.015,0,0,0,195,250,TRUE,0,0,223,11,1,0,10,11,1,0,10,1.858333333,0,0,0,0,0,4.399947881,0,0.102564103,0.002548513,0.102564103
12586,0.5,ACS,0.1,50,8,5,37,1,1,1,1,Clumped Matern 1S,3,0,1S,1.015,0,0,0,195,250,TRUE,0,0,212,5,0,1,4,5,0,1,4,1.766666667,0,0,0,0,0,6.449512271,0,0.102564103,0.002548513,0.102564103
12575,0.5,ACS,0.1,50,6,5,39,1,1,1,1,Clumped Matern 1S,3,0,1S,1.175,0,0,0,195,250,TRUE,0,0,227,12,2,1,9,12,2,1,9,1.891666667,0,0,0,0,0,4.600290434,0,0.164102564,0.005339949,0.164102564
12588,0.5,ACS,0.1,50,6,9,35,1,1,1,1,Clumped Matern 1S,3,0,1S,1.055,0,0,0,195,250,TRUE,0,0,225,11,2,2,7,11,2,2,7,1.875,0,0,0,0,0,4.824625072,0,0.164102564,0.005339949,0.164102564
12589,0.5,ACS,0.1,50,5,3,42,1,1,1,1,Clumped Matern 1S,3,0,1S,1.055,0,0,0,195,250,TRUE,0,0,217,6,2,0,4,6,2,0,4,1.808333333,0,0,0,0,0,5.943860304,0,0.082051282,0.001969404,0.082051282
12587,0.5,ACS,0.1,50,5,9,36,1,1,1,1,Clumped Matern 1S,3,0,1S,1.055,0,0,0,195,250,TRUE,0,0,223,10,1,1,8,10,1,1,8,1.858333333,0,0,0,0,0,4.625575202,0,0.143589744,0.003810841,0.143589744
12562,0.5,ACS,0.1,50,6,6,38,1,1,1,1,Clumped Matern 1S,3,0,1S,1.175,0,0,0,195,250,TRUE,0,0,215,8,4,1,3,8,4,1,3,1.791666667,0,0,0,0,0,5.72241708,0,0.123076923,0.004008215,0.123076923
12592,0.5,ACS,0.1,50,4,8,38,1,1,1,1,Clumped Matern 1S,3,0,1S,1.055,0,0,0,195,250,TRUE,0,0,199,1,1,0,0,1,1,0,0,1.658333333,0,0,0,0,0,14.10673598,0,0.020512821,4.40E-04,0.020512821
12590,0.5,ACS,0.1,50,4,6,40,1,1,1,1,Clumped Matern 1S,3,0,1S,1.135,0,0,0,195,250,TRUE,0,0,233,13,2,1,10,13,2,1,10,1.941666667,0,0,0,0,0,4.445818597,0,0.225641026,0.007597823,0.225641026
12597,0.5,ACS,0.1,50,8,5,37,1,1,1,1,Clumped Matern 1S,3,0,1S,1.055,0,0,0,195,250,TRUE,0,0,215,6,0,0,6,6,0,0,6,1.791666667,0,0,0,0,0,5.915750664,0,0.102564103,0.002548513,0.102564103
12594,0.5,ACS,0.1,50,4,7,39,1,1,1,1,Clumped Matern 1S,3,0,1S,1.135,0,0,0,195,250,TRUE,0,0,210,5,0,0,5,5,0,0,5,1.75,0,0,0,0,0,6.418424437,0,0.061538462,0.001424998,0.061538462
12595,0.5,ACS,0.1,50,4,9,37,1,1,1,1,Clumped Matern 1S,3,0,1S,1.175,0,0,0,195,250,TRUE,0,0,219,9,1,1,7,9,1,1,7,1.825,0,0,0,0,0,5.37332104,0,0.133333333,0.003799454,0.133333333
12605,0.5,ACS,0.1,50,3,8,39,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,1.095,0,0,0,195,250,TRUE,0,0,201,2,0,0,2,2,0,0,2,1.675,0,0,0,0,0,9.999874999,0,0.041025641,9.15E-04,0.041025641
12601,0.5,ACS,0.1,50,10,6,34,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,1.095,0,0,0,195,250,TRUE,0,0,213,6,2,1,3,6,2,1,3,1.775,0,0,0,0,0,6.822894312,0,0.092307692,0.002571829,0.092307692
12596,0.5,ACS,0.1,50,2,6,42,1,1,1,1,Clumped Matern 1S,3,0,1S,1.055,0,0,0,195,250,TRUE,0,0,222,10,1,2,7,10,1,2,7,1.85,0,0,0,0,0,4.614751088,0,0.123076923,0.003162325,0.123076923
12602,0.5,ACS,0.1,50,4,6,40,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,1.055,0,0,0,195,250,TRUE,0,0,216,7,0,0,7,7,0,0,7,1.8,0,0,0,0,0,5.476861628,0,0.143589744,0.003810841,0.143589744
12526,0.5,ACS,0.1,50,3,5,42,1,1,1,1,Clumped Matern 1S,3,0,1S,1.175,0,0,0,195,250,TRUE,0,0,214,7,0,0,7,7,0,0,7,1.783333333,0,0,0,0,0,5.450712024,0,0.123076923,0.003162325,0.123076923
12604,0.5,ACS,0.1,50,6,8,36,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,1.095,0,0,0,195,250,TRUE,0,0,209,4,0,2,2,4,0,2,2,1.741666667,0,0,0,0,0,7.176098817,0,0.061538462,0.001424998,0.061538462
12591,0.5,ACS,0.1,50,6,7,37,1,1,1,1,Clumped Matern 1S,3,0,1S,1.095,0,0,0,195,250,TRUE,0,0,213,7,0,2,5,7,0,2,5,1.775,0,0,0,0,0,6.188882924,0,0.123076923,0.004008215,0.123076923
12600,0.5,ACS,0.1,50,5,7,38,1,1,1,1,Clumped Matern 1S,3,0,1S,1.015,0,0,0,195,250,TRUE,0,0,226,10,0,3,7,10,0,3,7,1.883333333,0,0,0,0,0,4.657896521,0,0.143589744,0.003810841,0.143589744
12598,0.5,ACS,0.1,50,1,6,43,1,1,1,1,Clumped Matern 1S,3,0,1S,1.015,0,0,0,195,250,TRUE,0,0,219,10,1,2,7,10,1,2,7,1.825,0,0,0,0,0,5.039440773,0,0.12991453,0.003562617,0.12991453
12593,0.5,ACS,0.1,50,6,5,39,1,1,1,1,Clumped Matern 1S,3,0,1S,1.095,0,0,0,195,250,TRUE,0,0,216,6,0,1,5,6,0,1,5,1.8,0,0,0,0,0,5.929822147,0,0.123076923,0.003162325,0.123076923
12599,0.5,ACS,0.1,50,4,7,39,1,1,1,1,Clumped Matern 1S,3,0,1S,1.055,0,0,0,195,250,TRUE,0,0,215,7,0,2,5,7,0,2,5,1.791666667,0,0,0,0,0,5.463802478,0,0.082051282,0.001969404,0.082051282
12607,0.5,ACS,0.1,50,6,5,39,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,1.095,0,0,0,195,250,TRUE,0,0,216,7,1,0,6,7,1,0,6,1.8,0,0,0,0,0,5.476861628,0,0.102564103,0.002548513,0.102564103
12610,0.5,ACS,0.1,50,3,7,40,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,1.135,0,0,0,195,250,TRUE,0,0,200,2,0,0,2,2,0,0,2,1.666666667,0,0,0,0,0,9.974842727,0,0.041025641,9.15E-04,0.041025641
12614,0.5,ACS,0.1,50,4,11,35,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,1.135,0,0,0,195,250,TRUE,0,0,213,5,0,0,5,5,0,0,5,1.775,0,0,0,0,0,6.465000109,0,0.102564103,0.002548513,0.102564103
12612,0.5,ACS,0.1,50,5,9,36,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,1.055,0,0,0,195,250,TRUE,0,0,216,6,1,0,5,6,1,0,5,1.8,0,0,0,0,0,5.929822147,0,0.102564103,0.002548513,0.102564103
12615,0.5,ACS,0.1,50,5,3,42,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,1.015,0,0,0,195,250,TRUE,0,0,209,4,0,0,4,4,0,0,4,1.741666667,0,0,0,0,0,7.176098817,0,0.082051282,0.001969404,0.082051282
12616,0.5,ACS,0.1,50,6,7,37,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,1.175,0,0,0,195,250,TRUE,0,0,224,9,3,1,5,9,3,1,5,1.866666667,0,0,0,0,0,5.436145715,0,0.123076923,0.004008215,0.123076923
12609,0.5,ACS,0.1,50,3,13,34,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,1.015,0,0,0,195,250,TRUE,0,0,201,2,0,1,1,2,0,1,1,1.675,0,0,0,0,0,9.999874999,0,0.020512821,4.40E-04,0.020512821
12608,0.5,ACS,0.1,50,4,11,35,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.975,0,0,0,195,250,TRUE,0,0,211,5,1,2,2,5,1,2,2,1.758333333,0,0,0,0,0,6.433987137,0,0.061538462,0.001424998,0.061538462
12617,0.5,ACS,0.1,50,5,8,37,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,1.055,0,0,0,195,250,TRUE,0,0,216,7,0,1,6,7,0,1,6,1.8,0,0,0,0,0,5.476861628,0,0.102564103,0.002548513,0.102564103
12619,0.5,ACS,0.1,50,9,8,33,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,1.095,0,0,0,195,250,TRUE,0,0,206,5,2,0,3,5,2,0,3,1.716666667,0,0,0,0,0,7.54695222,0,0.071794872,0.002010072,0.071794872
12622,0.5,ACS,0.1,50,5,11,34,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.975,0,0,0,195,250,TRUE,0,0,198,1,0,0,1,1,0,0,1,1.65,0,0,0,0,0,14.07124728,0,0.020512821,4.40E-04,0.020512821
12606,0.5,ACS,0.1,50,5,10,35,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,1.055,0,0,0,195,250,TRUE,0,0,230,10,2,3,5,10,2,3,5,1.916666667,0,0,0,0,0,4.700645686,0,0.164102564,0.004494059,0.164102564
12620,0.5,ACS,0.1,50,8,7,35,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,1.095,0,0,0,195,250,TRUE,0,0,214,6,2,0,4,6,2,0,4,1.783333333,0,0,0,0,0,5.901645615,0,0.102564103,0.002548513,0.102564103
12618,0.5,ACS,0.1,50,4,6,40,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,1.015,0,0,0,195,250,TRUE,0,0,199,1,0,0,1,1,0,0,1,1.658333333,0,0,0,0,0,14.10673598,0,0.020512821,4.40E-04,0.020512821
12611,0.5,ACS,0.1,50,5,5,40,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,1.135,0,0,0,195,250,TRUE,0,0,195,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,NA,0,0,0,0
12623,0.5,ACS,0.1,50,2,7,41,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,1.015,0,0,0,195,250,TRUE,0,0,224,10,0,0,10,10,0,0,10,1.866666667,0,0,0,0,0,5.098632543,0,0.133333333,0.003799454,0.133333333
12626,0.5,ACS,0.1,50,7,9,34,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,1.055,0,0,0,195,250,TRUE,0,0,210,5,1,0,4,5,1,0,4,1.75,0,0,0,0,0,6.418424437,0,0.082051282,0.001969404,0.082051282
12627,0.5,ACS,0.1,50,7,8,35,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,1.015,0,0,0,195,250,TRUE,0,0,215,6,2,2,2,6,2,2,2,1.791666667,0,0,0,0,0,5.915750664,0,0.102564103,0.002548513,0.102564103
12621,0.5,ACS,0.1,50,3,11,36,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,1.015,0,0,0,195,250,TRUE,0,0,217,7,0,0,7,7,0,0,7,1.808333333,0,0,0,0,0,5.489889697,0,0.082051282,0.001969404,0.082051282
12630,0.5,ACS,0.1,50,8,5,37,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,1.135,0,0,0,195,250,TRUE,0,0,217,8,0,1,7,8,0,1,7,1.808333333,0,0,0,0,0,5.749660316,0,0.143589744,0.00465673,0.143589744
12632,0.5,ACS,0.1,50,7,9,34,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.975,0,0,0,195,250,TRUE,0,0,221,8,0,2,6,8,0,2,6,1.841666667,0,0,0,0,0,5.171655705,0,0.164102564,0.004494059,0.164102564
12625,0.5,ACS,0.1,50,9,3,38,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,1.095,0,0,0,195,250,TRUE,0,0,217,6,2,1,3,6,2,1,3,1.808333333,0,0,0,0,0,5.943860304,0,0.102564103,0.002548513,0.102564103
12631,0.5,ACS,0.1,50,5,11,34,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,1.135,0,0,0,195,250,TRUE,0,0,208,4,0,0,4,4,0,0,4,1.733333333,0,0,0,0,0,7.158657473,0,0.061538462,0.001424998,0.061538462
12634,0.5,ACS,0.1,50,7,10,33,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.975,0,0,0,195,250,TRUE,0,0,213,7,1,3,3,7,1,3,3,1.775,0,0,0,0,0,5.43759004,0,0.082051282,0.001969404,0.082051282
12635,0.5,ACS,0.1,50,15,5,30,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,1.095,0,0,0,195,250,TRUE,0,0,210,7,1,1,5,7,1,1,5,1.75,0,0,0,0,0,6.144200206,0,0.088888889,0.00234656,0.088888889
12629,0.5,ACS,0.1,50,6,11,33,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,1.055,0,0,0,195,250,TRUE,0,0,227,11,2,3,6,11,2,3,6,1.891666667,0,0,0,0,0,4.84684623,0,0.143589744,0.00465673,0.143589744
12636,0.5,ACS,0.1,50,4,11,35,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,1.015,0,0,0,195,250,TRUE,0,0,229,10,0,1,9,10,0,1,9,1.908333333,0,0,0,0,0,4.68999495,0,0.123076923,0.003162325,0.123076923
12639,0.5,ACS,0.1,50,9,10,31,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,1.095,0,0,0,195,250,TRUE,0,0,227,11,2,3,6,11,2,3,6,1.891666667,0,0,0,0,0,4.441086601,0,0.184615385,0.005211981,0.184615385
12640,0.5,ACS,0.1,50,5,6,39,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,1.015,0,0,0,195,250,TRUE,0,0,214,5,0,1,4,5,0,1,4,1.783333333,0,0,0,0,0,6.48045092,0,0.082051282,0.001969404,0.082051282
12603,0.5,ACS,0.1,50,5,9,36,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,1.015,0,0,0,195,250,TRUE,0,0,229,12,1,2,9,12,1,2,9,1.908333333,0,0,0,0,0,4.26176562,0,0.164102564,0.004494059,0.164102564
